,created_at,updated_at,clickability_test_id,excerpt,headline,lede,slug,eyecatcher_id,impressions,clicks,significance,first_place,winner,share_text,square,test_week,headline_tokens,entities,entities_array,entities_trend
10,2014-11-20 06:56:21.343,2016-04-02 16:31:48.080,546d902c26714c6c44000039,Things that matter. Pass 'em on.,sexism men sounds like,"<p>DISCLOSURE: I'm a dude. I have cried on multiple occasions this year. I have also yelled manly yells at sporting events. I am a stay-at-home-parent 1 day a week. I'm totally cool with having emotions. These are things than many struggle with because, well... I'll let Laci Green explain.</p>",this-is-what-sexism-against-men-sounds-like-am2-5h,546d900426714cd2dd00002f,3423,84,1,False,False,"If you ever wondered, ""but what about the men?,"" this one is all about the men.",,201446,sexism men sounds like,[men],"[""men""]",0
11,2014-11-20 13:23:11.221,2016-04-02 16:31:45.612,546deb3f26714cd2dd00003a,Things that matter. Pass 'em on.,kim jong un would really hate watch exactly,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-2a,545c477e74bfe7589400000b,3910,142,38,False,False,,,201446,kim jong un would really hate watch exactly,[un],"[""un""]",0
12,2014-11-20 14:57:52.478,2016-04-02 16:25:54.161,546e009a9ad54ec65b00004b,Things that matter. Pass 'em on.,learned scientist terrifying that s needed hear ,<p>Some decent guys fighting for an important cause.</p>,what-they-learned-from-the-scientist-was-terrifying-but-thats-what-they-needed-to-hear-eg2-4b,546c7f2dbadeb5788700000a,4594,51,20,False,False,,,201446,learned scientist terrifying that s needed hear ,[scientist],"[""scientist""]",0
13,2014-11-20 14:00:35.212,2016-04-02 16:31:45.213,546deb3f26714cd2dd00003a,Things that matter. Pass 'em on.,kim jong un would really hate watch exactly,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-2b,545c4777dbe440958400000b,3872,122,4,False,False,,,201446,kim jong un would really hate watch exactly,[un],"[""un""]",0
14,2014-11-20 14:03:11.812,2016-04-02 16:31:40.751,546deb3f26714cd2dd00003a,Things that matter. Pass 'em on.,kim jong un would really hate watch exactly,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-2c,546df0e926714cd2dd00003d,3794,67,0,False,False,,,201446,kim jong un would really hate watch exactly,[un],"[""un""]",0
15,2014-11-20 14:03:30.359,2016-04-02 16:31:40.741,546deb3f26714cd2dd00003a,Things that matter. Pass 'em on.,kim jong un would really hate watch exactly,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-2d,546df37e9ad54eec8d00004f,3888,136,34,False,False,,,201446,kim jong un would really hate watch exactly,[un],"[""un""]",0
16,2014-11-20 14:10:37.327,2016-04-02 16:31:46.729,546deb3f26714cd2dd00003a,Things that matter. Pass 'em on.,kim jong un would really hate watch exactly,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-2e,546df39a84ad380b59000037,3841,150,100,True,False,,,201446,kim jong un would really hate watch exactly,[un],"[""un""]",0
17,2014-11-20 14:14:58.801,2016-04-02 16:31:48.408,546deb3f26714cd2dd00003a,Things that matter. Pass 'em on.,kim jong un would really hate watch exactly,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a ""crime"" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",kim-jong-un-would-really-hate-for-you-to-watch-this-which-is-exactly-why-you-should-aa2-2f,546df69784ad385a0a000049,3883,98,0,False,False,,,201446,kim jong un would really hate watch exactly,[un],"[""un""]",0
18,2014-11-20 14:27:14.957,2016-04-02 16:25:54.120,546dfa4226714c0538000064,Things that matter. Pass 'em on.,bunch celebrities recorded song raise money ebola meet one said no thanks ,"<p>In November 2014, singer/songerwriter Bob Geldof decided to record revamped version of Band Aid's ""Do They Know It's Christmas Time?"" with a bunch of celebrities like Bono, Seal, Chris Martin from Coldplay, Sinead O'Conner and One Direction to raise money to fight the Ebola crisis.</p>",a-bunch-of-celebrities-recorded-a-song-to-raise-money-for-ebola-meet-the-one-who-said-no-thanks-fr2-7a-2,546df33b84ad3834f000004c,3848,220,100,True,True,Powerful quotes from the musician who turned down the ebola crisis charity song.,,201446,bunch celebrities recorded song raise money ebola meet one said no thanks ,"[celebrities, song]","[""celebrities"",""song""]",42
19,2014-11-20 14:27:38.304,2016-04-02 16:31:40.756,546dfa4226714c0538000064,He didn't want to say no. He had to. ,bunch celebrities recorded song raise money ebola meet one said no thanks ,"<p>In November 2014, singer/songerwriter Bob Geldof decided to record revamped version of Band Aid's ""Do They Know It's Christmas Time?"" with a bunch of celebrities like Bono, Seal, Chris Martin from Coldplay, Sinead O'Conner and One Direction to raise money to fight the Ebola crisis.</p>",a-bunch-of-celebrities-recorded-a-song-to-raise-money-for-ebola-meet-the-one-who-said-no-thanks-fr2-7b,546df33b84ad3834f000004c,3948,181,2,False,False,Powerful quotes from the musician who turned down the ebola crisis charity song.,,201446,bunch celebrities recorded song raise money ebola meet one said no thanks ,"[celebrities, song]","[""celebrities"",""song""]",42
20,2014-11-20 14:28:28.553,2016-04-02 16:31:46.906,546dfa4226714c0538000064,"Uh, yeah they have Christmas in Africa. ",bunch celebrities recorded song raise money ebola meet one said no thanks ,"<p>In November 2014, singer/songerwriter Bob Geldof decided to record revamped version of Band Aid's ""Do They Know It's Christmas Time?"" with a bunch of celebrities like Bono, Seal, Chris Martin from Coldplay, Sinead O'Conner and One Direction to raise money to fight the Ebola crisis.</p>",a-bunch-of-celebrities-recorded-a-song-to-raise-money-for-ebola-meet-the-one-who-said-no-thanks-fr2-7c,546df33b84ad3834f000004c,3839,182,6,False,False,Powerful quotes from the musician who turned down the ebola crisis charity song.,,201446,bunch celebrities recorded song raise money ebola meet one said no thanks ,"[celebrities, song]","[""celebrities"",""song""]",42
21,2014-11-20 14:29:15.311,2016-04-02 16:25:54.122,546dfa4226714c0538000064,"They've already raised millions, but at what cost?",bunch celebrities recorded song raise money ebola meet one said no thanks ,"<p>In November 2014, singer/songerwriter Bob Geldof decided to record revamped version of Band Aid's ""Do They Know It's Christmas Time?"" with a bunch of celebrities like Bono, Seal, Chris Martin from Coldplay, Sinead O'Conner and One Direction to raise money to fight the Ebola crisis.</p>",a-bunch-of-celebrities-recorded-a-song-to-raise-money-for-ebola-meet-the-one-who-said-no-thanks-fr2-7d,546df33b84ad3834f000004c,3845,186,12,False,False,Powerful quotes from the musician who turned down the ebola crisis charity song.,,201446,bunch celebrities recorded song raise money ebola meet one said no thanks ,"[celebrities, song]","[""celebrities"",""song""]",42
22,2014-11-20 14:54:18.780,2016-04-02 16:25:54.159,546e009a9ad54ec65b00004b,Things that matter. Pass 'em on.,science guy helps dudes america understand they re really,<p>Some decent guys fighting for an important cause.</p>,a-science-guy-helps-3-dudes-from-america-understand-what-theyre-really-up-against-eg2-4a,546c7f2dbadeb5788700000a,4571,58,57,False,False,,,201446,science guy helps dudes america understand they re really,"[guy, america, they]","[""guy"",""america"",""they""]",48
23,2014-11-20 15:04:49.517,2016-04-02 16:25:54.112,546e009a9ad54ec65b00004b,Things that matter. Pass 'em on.,sat told imminent death came australia,<p>Some decent guys fighting for an important cause.</p>,he-sat-them-down-and-told-them-about-an-imminent-death-which-is-why-they-came-to-australia-eg2-4c,546c7f2dbadeb5788700000a,4601,27,0,False,False,,,201446,sat told imminent death came australia,[],"[""""]",0
24,2014-11-20 15:13:36.266,2016-04-02 16:31:47.520,546e009a9ad54ec65b00004b,Things that matter. Pass 'em on., needed see person fact beautiful made even worse,<p>Some decent guys fighting for an important cause.</p>,the-3-of-them-needed-to-see-it-in-person-and-the-fact-that-it-was-beautiful-made-it-even-worse-eg2-4e,546c7f2dbadeb5788700000a,4567,63,100,True,False,,,201446, needed see person fact beautiful made even worse,"[person, beautiful]","[""person"",""beautiful""]",73
25,2014-11-20 15:15:25.697,2016-04-02 16:25:54.117,546e009a9ad54ec65b00004b,Things that matter. Pass 'em on.,may handsome dudes they re passionate mission ,<p>Some decent guys fighting for an important cause.</p>,they-may-not-be-the-most-handsome-dudes-but-theyre-passionate-and-they-have-a-mission-eg2-4f,546c7f2dbadeb5788700000a,4524,44,4,False,False,,,201446,may handsome dudes they re passionate mission ,[they],"[""they""]",0
26,2014-11-20 15:22:07.561,2016-04-02 16:31:48.341,546cb9c954524053ac000013,Things that matter. Pass 'em on.,selfies already bad enough everything else woman may issues ,<p>Africa is not your excuse to take selfies.</p>,the-selfies-were-already-bad-enough-but-then-there-was-everything-else-this-woman-may-have-issues-eg2-4b,546c7f42badeb54dd0000005,4527,189,100,True,False,The sad thing is that she thinks she's helping.,,201446,selfies already bad enough everything else woman may issues ,"[selfies, woman]","[""selfies"",""woman""]",47
27,2014-11-20 15:44:52.233,2016-04-02 16:31:47.308,546cb9c954524053ac000013,Things that matter. Pass 'em on.,warning beware selfies stereotypes pretty much everything wrong ,<p>Africa is not your excuse to take selfies.</p>,warning-beware-of-her-selfies-and-stereotypes-shes-doing-pretty-much-everything-wrong-eg2-4c,546c7f42badeb54dd0000005,4600,154,3,False,False,The sad thing is that she thinks she's helping.,,201446,warning beware selfies stereotypes pretty much everything wrong ,[selfies],"[""selfies""]",0
28,2014-11-20 15:45:15.951,2016-04-02 16:25:54.133,546cb9c954524053ac000013,Things that matter. Pass 'em on.,sigh wanted like woman selfies much also everything else her ,<p>Africa is not your excuse to take selfies.</p>,sigh-i-wanted-to-like-this-woman-but-the-selfies-were-too-much-also-everything-else-about-her-eg2-4d,546c7f42badeb54dd0000005,4603,162,15,False,False,The sad thing is that she thinks she's helping.,,201446,sigh wanted like woman selfies much also everything else her ,[sigh],"[""sigh""]",0
29,2014-11-20 19:47:22.141,2016-04-02 16:31:45.844,546e454a9ad54e2af0000070,Things that matter. Pass 'em on.,couple loves travel together came genius idea ,<p>This is a pretty great idea for a TV show! I can't wait to watch it.</p>,a-couple-that-loves-to-travel-together-came-up-with-a-genius-idea-jl2-12a,546a84cc5b606a1fa0000022,3017,35,0,False,False,,,201446,couple loves travel together came genius idea ,"[couple, loves, idea]","[""couple"",""loves"",""idea""]",53.666666666666664
30,2015-02-05 08:37:40.316,2016-04-02 16:24:36.135,54d1967c63666200191c0000,,mom forced study kid parents want kids take test all ,<p>Great points.</p>,my-mom-forced-me-to-study-when-i-was-a-kid-these-parents-dont-want-kids-to-take-this-test-at-all-ag2-1f,54d1d11364666100261c0000,2188,14,0,False,False,,,201505,mom forced study kid parents want kids take test all ,"[mom, parents, kids]","[""mom"",""parents"",""kids""]",43
31,2014-11-20 18:21:02.939,2016-04-02 16:25:54.310,546e2ce926714c856600004f,Things that matter. Pass 'em on.,colbert asked eva longoria produced tomato really produced much better,"<p>This interview is so enlightening. I really think Eva Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too.</p>",colbert-asked-eva-longoria-if-she-produced-a-tomato-but-what-she-really-produced-is-so-much-better-jl2-1a,546e302d26714cd2dd00005b,3612,50,100,True,False,,,201446,colbert asked eva longoria produced tomato really produced much better,[colbert],"[""colbert""]",0
32,2014-11-20 18:21:46.162,2016-04-02 16:25:54.313,546e2ce926714c856600004f,Things that matter. Pass 'em on.,without food chains we d the hunger games ,"<p>This interview is so enlightening. I really think Eva Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too.</p>",without-our-food-chains-wed-all-be-in-the-hunger-games-jl2-1b,546e302d26714cd2dd00005b,3529,15,0,False,False,,,201446,without food chains we d the hunger games ,[we],"[""we""]",0
33,2014-11-20 18:26:37.742,2016-04-02 16:25:54.316,546e2ce926714c856600004f,Things that matter. Pass 'em on.,wisteria lane farm actress eva longoria together,"<p>This interview is so enlightening. I really think Eva Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too.</p>",from-wisteria-lane-to-the-farm-actress-eva-longoria-has-it-together-jl2-1c,546e302d26714cd2dd00005b,3573,16,0,False,False,,,201446,wisteria lane farm actress eva longoria together,[],"[""""]",0
34,2014-11-20 18:27:35.087,2016-04-02 16:25:54.319,546e2ce926714c856600004f,Things that matter. Pass 'em on.,world pounds worth holy crap that s good ,"<p>This interview is so enlightening. I really think Eva Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too.</p>",in-this-world-40-000-pounds-is-worth-only-400-holy-crap-thats-not-good-jl2-1d,546e302d26714cd2dd00005b,3616,25,0,False,False,,,201446,world pounds worth holy crap that s good ,[that],"[""that""]",0
35,2014-11-20 18:37:56.353,2016-04-02 16:25:54.323,546e2ce926714c856600004f,Things that matter. Pass 'em on.,walmart whole foods wendy s isn t ,"<p>This interview is so enlightening. I really think Eva Longoria has a future in politics. Before you laugh at that idea, remember, Ronald Reagan was an actor first, too.</p>",what-are-walmart-and-whole-foods-doing-that-wendys-isnt-jl2-1f,546e302d26714cd2dd00005b,3485,30,3,False,False,,,201446,walmart whole foods wendy s isn t ,[wendy],"[""wendy""]",0
36,2014-11-20 19:28:40.172,2016-04-02 16:31:47.995,546e40d226714cd2dd00006f,Things that matter. Pass 'em on.,nothing prepared mind bending nasa video went across earth ,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",nothing-prepared-me-for-this-mind-bending-nasa-video-about-what-went-on-across-the-earth-during-2006-rb2-3a,546dedbd84ad38b2ce000034,3006,32,0,False,False,,,201446,nothing prepared mind bending nasa video went across earth ,[nothing],"[""nothing""]",0
37,2014-11-20 19:28:54.285,2016-04-02 16:25:54.331,546e40d226714cd2dd00006f,Things that matter. Pass 'em on.,nothing prepared mind bending nasa video went across earth ,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",nothing-prepared-me-for-this-mind-bending-nasa-video-about-what-went-on-across-the-earth-during-2006-rb2-3b,546dedbf26714c82cc000029,3123,39,1,False,False,,,201446,nothing prepared mind bending nasa video went across earth ,[nothing],"[""nothing""]",0
38,2014-11-20 19:29:09.563,2016-04-02 16:25:54.334,546e40d226714cd2dd00006f,Things that matter. Pass 'em on.,nothing prepared mind bending nasa video went across earth ,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",nothing-prepared-me-for-this-mind-bending-nasa-video-about-what-went-on-across-the-earth-during-2006-rb2-3c,546dedc09ad54eca4800003d,3001,50,30,False,False,,,201446,nothing prepared mind bending nasa video went across earth ,[nothing],"[""nothing""]",0
39,2014-11-20 19:29:29.447,2016-04-02 16:25:54.337,546e40d226714cd2dd00006f,Things that matter. Pass 'em on.,nothing prepared mind bending nasa video went across earth ,"<p>NASA produced this amazing video to show what happens to carbon dioxide and monoxide in our atmosphere over the course of a year. And it’s mesmerizing. It’s not a “we’re all going to die” kinda thing. It’s more like a “er, it almost looks like it’s alive” thing. Yow.</p>",nothing-prepared-me-for-this-mind-bending-nasa-video-about-what-went-on-across-the-earth-during-2006-rb2-3d,546dedbf9ad54e2af0000032,3115,62,100,True,False,,,201446,nothing prepared mind bending nasa video went across earth ,[nothing],"[""nothing""]",0
40,2014-11-20 19:53:24.931,2016-04-02 16:25:54.364,546e454a9ad54e2af0000070,Things that matter. Pass 'em on.,couple loves travel together came genius idea,<p>This is a pretty great idea for a TV show! I can't wait to watch it.</p>,a-couple-that-loves-to-travel-together-came-up-with-a-genius-idea-jl2-12b,546e47149ad54e667a000084,3077,40,0,False,False,,,201446,couple loves travel together came genius idea,"[couple, loves, idea]","[""couple"",""loves"",""idea""]",53.666666666666664
41,2014-11-20 19:53:55.687,2016-04-02 16:25:54.366,546e454a9ad54e2af0000070,Things that matter. Pass 'em on.,couple loves travel together came genius idea,<p>This is a pretty great idea for a TV show! I can't wait to watch it.</p>,a-couple-that-loves-to-travel-together-came-up-with-a-genius-idea-jl2-12c,546e46ce26714c8566000062,3059,49,0,False,False,,,201446,couple loves travel together came genius idea,"[couple, loves, idea]","[""couple"",""loves"",""idea""]",53.666666666666664
42,2014-11-20 19:54:35.088,2016-04-02 16:25:54.441,546e454a9ad54e2af0000070,Things that matter. Pass 'em on.,couple loves travel together came genius idea,<p>This is a pretty great idea for a TV show! I can't wait to watch it.</p>,a-couple-that-loves-to-travel-together-came-up-with-a-genius-idea-jl2-12d,546e46f584ad381bbe00006d,3051,84,100,True,False,,,201446,couple loves travel together came genius idea,"[couple, loves, idea]","[""couple"",""loves"",""idea""]",53.666666666666664
43,2014-11-20 19:55:42.820,2016-04-02 16:25:54.444,546e454a9ad54e2af0000070,Things that matter. Pass 'em on.,couple loves travel together came genius idea,<p>This is a pretty great idea for a TV show! I can't wait to watch it.</p>,a-couple-that-loves-to-travel-together-came-up-with-a-genius-idea-jl2-12e,546e473b26714c0538000091,3056,82,72,False,False,,,201446,couple loves travel together came genius idea,"[couple, loves, idea]","[""couple"",""loves"",""idea""]",53.666666666666664
44,2014-11-20 19:55:57.867,2016-04-02 16:31:48.339,546e454a9ad54e2af0000070,Things that matter. Pass 'em on.,couple loves travel together came genius idea,<p>This is a pretty great idea for a TV show! I can't wait to watch it.</p>,a-couple-that-loves-to-travel-together-came-up-with-a-genius-idea-jl2-12f,546e47489ad54e1f7700005f,3014,79,56,False,False,,,201446,couple loves travel together came genius idea,"[couple, loves, idea]","[""couple"",""loves"",""idea""]",53.666666666666664
45,2014-11-20 21:33:01.644,2016-04-02 16:31:50.592,546e5e0d9ad54eca48000061,Things that matter. Pass 'em on.,here s every school put right next swing set,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",heres-what-every-school-should-put-right-next-to-the-swing-set-mk2-7a,546ab4ea007368d4ff00000d,2988,28,100,True,False,Why playing with your food might actually be a good thing (despite what your parents told you).,,201446,here s every school put right next swing set,[school],"[""school""]",0
46,2014-11-20 21:36:06.291,2016-04-02 16:25:54.450,546e5e0d9ad54eca48000061,Things that matter. Pass 'em on.,bunch schools oregon tried experiment results wow ,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",a-bunch-of-schools-in-oregon-tried-an-experiment-and-the-results-just-wow-mk2-7b,546ab4da0073687d49000006,3036,28,94,False,False,,,201446,bunch schools oregon tried experiment results wow ,[schools],"[""schools""]",0
47,2014-11-20 21:44:28.646,2016-04-02 16:25:54.454,546e5e0d9ad54eca48000061,Things that matter. Pass 'em on.,wish nd grade class like this kids luckiest ever ,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",i-wish-my-2nd-grade-class-had-been-like-this-these-kids-are-the-luckiest-ever-mk2-7c,546ab4da0073687d49000006,3048,24,52,False,False,,,201446,wish nd grade class like this kids luckiest ever ,[],"[""""]",0
48,2014-11-20 21:47:17.123,2016-04-02 16:25:54.423,546e5e0d9ad54eca48000061,Things that matter. Pass 'em on.,bunch schools oregon phasing gross meat surprise lunch phasing,"<p>Did your parents ever come up with games to get you to eat your vegetables? Have you ever had to use similar tactics for your own kids? Well, there may be an easier way.</p>",a-bunch-of-schools-in-oregon-are-phasing-out-gross-meat-surprise-for-lunch-and-phasing-them-in-mk2-7d,546ab4da0073687d49000006,3145,10,0,False,False,,,201446,bunch schools oregon phasing gross meat surprise lunch phasing,[],"[""""]",0
